PCardID,PName,Sex,Age
130111197204141792,李建峰              ,True,48
130111197812140961,汤丹丹              ,False,42
130111197812264833,樊邦勇              ,True,42
130111198206051138,王允海              ,True,38
130111198907154359,袁少鹏              ,True,31
130121194508134726,乔荣英              ,False,75
13012119530707491X,朱浩                ,True,67
130121196708232952,易洋                ,True,53
130121197206041181,张丽洁              ,False,48
130121198509174269,吴晓琼              ,False,35
130121198910232701,任洁雨              ,False,31
130121199303224114,张惠乔              ,True,27
130121199904053410,成凤洋              ,True,21
13012120010225075X,何瀚辰              ,True,19
13012120061022155X,吴国栋              ,True,14
130121200803212668,陈玉兰              ,False,12
13012120100620183X,朱荣富              ,True,10
130123195307172248,赵丽萍              ,False,67
130123195610040758,曾佳                ,True,64
130123196903163991,王军                ,True,51
130123197511073078,于海奇              ,True,45
130123198011261798,慕煦阳              ,True,40
13012319860626287X,吴赛月              ,True,34
130123198905312312,肖崭                ,True,31
130123199804062478,顾耀军              ,True,22
130125193408124820,任大玲              ,False,86
130125194602152707,刘伟钗              ,False,74
130125196711282075,李卫刚              ,True,53
130125197603052744,赵小平              ,False,44
13012520000604031X,李挺                ,True,20
13012520050219123X,陈冰佳              ,True,15
130125201009023130,倪佳                ,True,10
130125201309061550,王文甲              ,True,7
130126196008113161,夏春芳              ,False,60
13012619611224097X,赵本超              ,True,59
130126197406142878,谢科明              ,True,46
130126198002144353,徐卫华              ,True,40
130126198906244971,叶晓云              ,True,31
13012719630912037X,徐文武              ,True,57
130127196401211282,蒋文英              ,False,56
130127196403110477,王建科              ,True,56
130127196811271990,陶惠明              ,True,52
130127199508060107,万婷                ,False,25
13012719990221045X,张泽新              ,True,21
130127200303184435,时亭亭              ,True,17
130127201708144647,纪楠                ,False,3
130128193103153566,杨洁                ,False,89
130128193401010539,牛聪                ,True,86
130128193407123227,郭莉                ,False,86
130128193605064715,忻国利              ,True,84
130128196411092455,李国威              ,True,56
130128199708071595,曾晖                ,True,23
130128200406041628,钟春梅              ,False,16
130128200608010037,仇永元              ,True,14
130128200704272432,黄日成              ,True,13
130128201201293084,尚红静              ,False,8
130128201209060015,金玉叶              ,True,8
130129193210293165,黄洁芳              ,False,88
130129193908280665,鲁君                ,False,81
130129196311020805,蔡成香              ,False,57
130129196606211780,范花玲              ,False,54
13012919690201241X,李祥深              ,True,51
130129198910240024,赖宋红              ,False,31
130129199505250418,张娟聪              ,True,25
130129200706190090,邓旭东              ,True,13
130130194310080140,陆益静              ,False,77
130130194607053557,边亚                ,True,74
130130195110244969,田艳                ,False,69
130130197512100078,符江汉              ,True,45
130130199803093890,杨伟尔              ,True,22
130130200608090876,夏源                ,True,14
130131194105081941,刘婷婷              ,False,79
130131194306164807,钟赤平              ,False,77
130131195404031527,阮小倩              ,False,66
130131195611203619,张西华              ,True,64
130131197805254915,朱靖奏              ,True,42
130131198010283178,申剑                ,True,40
130131199502174415,熊超                ,True,25
130131200305162576,安相华              ,True,17
130131201411241774,杜永淮              ,True,6
13013219330412212X,阮世苗              ,False,87
130132193512110131,梁世宁              ,True,85
130132195401041814,董国良              ,True,66
13013219540819037X,臧星月              ,True,66
13013219631105128X,陈晓兰              ,False,57
130132197010312073,包骏                ,True,50
13013219891105255X,蒋彦                ,True,31
130132199407293789,王建丽              ,False,26
130132199411284519,王金顶              ,True,26
130133193607111387,陈文静              ,False,84
130133194301223997,丁卫亮              ,True,77
130133194804034979,龚隽毅              ,True,72
130133197802151251,陈伟朝              ,True,42
130133198305093219,沈观华              ,True,37
130133199612201659,吴芽生              ,True,24
130133199701200033,何建生              ,True,23
130133200803183698,乔帅                ,True,12
130133201607260531,杜明绍              ,True,4
130181194208054587,王金梅              ,False,78
130181194401234977,陈佳玉              ,True,76
130181194607143317,黄来尺              ,True,74
130181195509212379,顾沈峰              ,True,65
130181196008051057,陈学富              ,True,60
130181199004174555,顾梦苑              ,True,30
130181201204182250,曹永康              ,True,8
130183193411062556,庄荣华              ,True,86
130183193507013556,周圣军              ,True,85
130183193703181186,陶梦婕              ,False,83
130183196402113212,裘金国              ,True,56
130183197011251815,郑竹涛              ,True,50
130183198509240595,刘加顺              ,True,35
130183198810292028,吕晶                ,False,32
130183198812021790,周睿聪              ,True,32
130183199803152558,刚时伟              ,True,22
13018320161207135X,汪芳国              ,True,4
130184193507281047,诸丹艳              ,False,85
13018419391204423X,袁正文              ,True,81
130184194106133988,陈芝兰              ,False,79
130184194402223347,罗丽                ,False,76
130184195204073549,丁琴                ,False,68
130184195403244806,苏少欢              ,False,66
13018419600930473X,孙瑞                ,True,60
130184198110223909,张友平              ,False,39
130184198307183429,陈国桦              ,False,37
130184198508123350,郭柏栋              ,True,35
130184198805224836,李新功              ,True,32
130184199007162751,张占远              ,True,30
130184199105041056,尤国富              ,True,29
130184199508134214,马晓华              ,True,25
13018420040229387X,郭潇                ,True,16
130184201602053736,陆野                ,True,4
130202193611281814,朱崇银              ,True,84
13020219470102455X,张一涵              ,True,73
130202196708253207,杜娟花              ,False,53
130202200402182740,郝丽英              ,False,16
130202201010050735,崔佳亮              ,True,10
130202201310022322,符梦莹              ,False,7
13020319440728316X,徐棵苗              ,False,76
130203196104214860,元媛                ,False,59
130203196807031200,范颖                ,False,52
130203197406020732,饶明清              ,True,46
130203198901023169,屠秋萍              ,False,31
13020320000504448X,朱美                ,False,20
130203201112193397,刘思杰              ,True,9
130204193605042094,刘明理              ,True,84
130204194902074097,赖大飞              ,True,71
130204199504230982,魏永红              ,False,25
130204199911093233,胡友林              ,True,21
130204200705182820,李艳梅              ,False,13
130204201212120933,董良波              ,True,8
130205195902090477,何金                ,True,61
130205196611074332,韩阳                ,True,54
130205199106233324,唐灵                ,False,29
130205200805014732,薛笑言              ,True,12
130205201709201065,廉冬英              ,False,3
130207193503143918,张钿飞              ,True,85
13020719421208422X,周革妮              ,False,78
130207196709150834,张华兴              ,True,53
130207197904071730,杨华杰              ,True,41
130207198505272337,瞿红叶              ,True,35
130207198604162790,李兴武              ,True,34
130207198901091693,刘海兵              ,True,31
130207198907063140,童晓霞              ,False,31
130207201011091696,怀晴峰              ,True,10
130208193409133998,李宏印              ,True,86
130208194402241544,房娜                ,False,76
13020819520530036X,杨海英              ,False,68
130208196410161615,沈俊                ,True,56
130208197002253531,韩大强              ,True,50
130208198111184891,吴富强              ,True,39
130208198210140018,叶夏峰              ,True,38
130208199701184538,马立新              ,True,23
13020820130812351X,袁国中              ,True,7
130209193806200687,张春燕              ,False,82
130209194001022312,周建业              ,True,80
130209195006202878,莫咸明              ,True,70
130209195410132920,倪璇                ,False,66
130209196001112720,姚志敏              ,False,60
130209196202033842,黄玉晶              ,False,58
130209196307203713,曹国强              ,True,57
130224196810030446,董莉丽              ,False,52
130224197009140476,李自新              ,True,50
130224197706013384,唐晶                ,False,43
130224198908181997,徐焕                ,True,31
130224199509283018,胡世宇              ,True,25
130224200810241293,孙晓毅              ,True,12
130225195301113691,刘影                ,True,67
130225195305110885,陈一慧              ,False,67
130225195611160776,翟文武              ,True,64
130225196803090594,孙书凡              ,True,52
130225199302213211,陈维勇              ,True,27
130225199403314580,袁爱玲              ,False,26
130225200604110336,王洲锋              ,True,14
130225201001144611,时鹏                ,True,10
130227194008260818,蒋宁丰              ,True,80
13022719570211185X,任东辉              ,True,63
130227196105010991,田味味              ,True,59
130227196206131979,叶慧伟              ,True,58
13022719671121496X,董先平              ,False,53
130227198304033458,丁明刚              ,True,37
130227199203143898,于六云              ,True,28
130227200102054955,顾东袁              ,True,19
130227201703123797,毛学峰              ,True,3
130229193212270376,顾孟钧              ,True,88
130229193711121041,李荣芳              ,False,83
130229193810022807,吕莲                ,False,82
130229194802102588,张冰冰              ,False,72
130229194805210197,孙云                ,True,72
130229195010130438,廖均海              ,True,70
130229195705120930,李吉刚              ,True,63
130229198903051917,季云杰              ,True,31
130229200311204393,林振宇              ,True,17
130229200805202638,李伟                ,True,12
13022920130121447X,蒋南南              ,True,7
130229201308281325,李玉梅              ,False,7
13028119471214320X,王素芹              ,False,73
13028119570618435X,刘旭东              ,True,63
130281195811241213,侯玉庄              ,True,62
13028119641029305X,谢敏富              ,True,56
130281197601133627,张晓晴              ,False,44
13028119770822334X,王栋馨              ,False,43
130281200012153667,黄蓓                ,False,20
130281200507104840,常春平              ,False,15
130283194103223020,王保红              ,False,79
130283201107274602,王敏艳              ,False,9
130284193708161872,戴涛                ,True,83
130284194909104107,樊亚玲              ,False,71
130284197802202624,何梦雯              ,False,42
130284198302024360,马红娟              ,False,37
130284199311250225,陶小燕              ,False,27
130284201401161189,胥燕                ,False,6
130302193109082057,张良                ,True,89
130302195306051654,赵霄龙              ,True,67
13030219790305107X,吴华清              ,True,41
130302198304080105,张露露              ,False,37
130302200102043357,冯卫                ,True,19
13030220080815063X,吴润冬              ,True,12
130302201502211350,林时松              ,True,5
13030319341004497X,翟章旭              ,True,86
130303193507014312,杨继锋              ,True,85
130303195003062918,唐子恒              ,True,70
130303195804273782,朱虹                ,False,62
130303196301063024,张雯雯              ,False,57
130303197206064322,范春花              ,False,48
130303197301183901,周黔敏              ,False,47
130303198310153514,吴阳                ,True,37
130303199304251577,奚达飞              ,True,27
130303199406052341,候益蓉              ,False,26
130303201103312054,李龙国              ,True,9
130303201208053482,许纯红              ,False,8
130304193701233339,高国山              ,True,83
130304193802172598,周欣                ,True,82
130304196307162089,胡万娟              ,False,57
130304197807221203,张俊霞              ,False,42
130304198310144972,唐昭灿              ,True,37
130304200610094479,程昊                ,True,14
130304200810062586,曹兰兰              ,False,12
130304200810303896,高蕴祺              ,True,12
130304201107103811,张延                ,True,9
13030619311210091X,张俊峰              ,True,89
130306196107071855,张吉生              ,True,59
130306196212182119,张庆龙              ,True,58
130306196908271646,谢晓敏              ,False,51
130306197605184208,龚云斐              ,False,44
130306197610251444,莫菊花              ,False,44
130306198103171356,孙启航              ,True,39
13030619841216407X,何程                ,True,36
130306199409261578,乔拴谦              ,True,26
130306199712100566,吴雅丽              ,False,23
130306199904254105,尤丽洁              ,False,21
130306201107011354,蔡长志              ,True,9
130306201205144716,卓书山              ,True,8
130306201211021528,周吉                ,False,8
130321196202220250,陈泽林              ,True,58
130321197009213520,孙卫红              ,False,50
130321197110143491,邱振宇              ,True,49
130321197305272955,唐鹏程              ,True,47
130321197907202516,杨家帅              ,True,41
130321198606051878,刘兴焕              ,True,34
130321201711021237,陈炽明              ,True,3
130322193607060235,管海涛              ,True,84
13032219410829359X,罗金泉              ,True,79
130322194301311833,闫锋                ,True,77
130322194706301350,艾洪磊              ,True,73
130322195502211526,方琼英              ,False,65
130322195603053184,邱莉莉              ,False,64
130322196509042109,桑明艳              ,False,55
130322197112142552,刘元恒              ,True,49
130322197812262838,焦丽德              ,True,42
13032219791029119X,黄堂泽              ,True,41
130322198812304211,杨溪川              ,True,32
13032419420605347X,孙洪宾              ,True,78
130324194208064770,李扬民              ,True,78
130324194404240591,关丽宁              ,True,76
130324196704064592,姜锋                ,True,53
130324197305081269,邱艳雯              ,False,47
130324199812124250,周通纲              ,True,22
130324200407104550,樊鹏                ,True,16
130324201105091015,王晓云              ,True,9
130402193811153754,贾洪宝              ,True,82
13040219390216175X,蔡延庆              ,True,81
130402195110301370,张元江              ,True,69
130402196409184927,梅丹                ,False,56
130402197109281164,晋云玲              ,False,49
130402198009091229,蔡佩英              ,False,40
130402198602280653,陈俊杰              ,True,34
130402198701092076,巩喜阳              ,True,33
130402199806171787,顾琳菲              ,False,22
130402200007031337,辛锋                ,True,20
130403193110244414,蔡昌彬              ,True,89
130403193502041341,贾妍                ,False,85
130403195107262004,张金晓              ,False,69
13040319600108147X,黎斌                ,True,60
13040319811024410X,孔芳                ,False,39
130403200208290526,柴国芬              ,False,18
130403200710313236,侯晋海              ,True,13
130403201512064835,兰善祥              ,True,5
130404193808014430,江振辉              ,True,82
130404197006060732,王世方              ,True,50
130404197210170955,沈建明              ,True,48
130404197505192238,吴其锋              ,True,45
130404198507164665,袁婧                ,False,35
130404199707271443,黄炜娟              ,False,23
130406193205264257,孟佳                ,True,88
130406196205214579,廖清华              ,True,58
130406196210034628,祝秀兰              ,False,58
130406196707294118,杨章辉              ,True,53
130406197708121088,王红                ,False,43
130406198801110089,曹海燕              ,False,32
130406199208244363,胡立英              ,False,28
13040619960509053X,李泳斌              ,True,24
130406201601062312,吴华良              ,True,4
130406201608061806,李静芸              ,False,4
130407193411034862,白金丽              ,False,86
130407194510154725,辛宗丽              ,False,75
13040719460602305X,李智勇              ,True,74
130407195011121739,张汪年              ,True,70
130407196412030402,袁超芳              ,False,56
130407201112210667,雷雪                ,False,9
13040819650104487X,康胜利              ,True,55
130408197107140905,熊晓燕              ,False,49
130408198412192052,杨志雄              ,True,36
130408198508124871,杨配裕              ,True,35
130408198606101374,吴清满              ,True,34
130408199804164637,成联合              ,True,22
130408199807120912,柴乐乐              ,True,22
130408201102250709,赵芳芳              ,False,9
130423193307232551,李志勇              ,True,87
130423194408224707,陈碧君              ,False,76
130423195103011086,彭燕                ,False,69
130423197209264056,归春章              ,True,48
130423197605111801,方夏青              ,False,44
130423199206194776,张晓磊              ,True,28
130423200607253189,黄临枫              ,False,14
130423200901060433,陈麒百              ,True,11
130424193604090461,毕建敏              ,False,84
130424196803271736,黄晓华              ,True,52
13042419720819171X,吕文海              ,True,48
130424199310294415,方新章              ,True,27
130424200103181800,王菊凤              ,False,19
130424201603074133,程鹏                ,True,4
130425196111152994,张广军              ,True,59
13042519620331257X,杨卫清              ,True,58
130425196310022551,黎志光              ,True,57
130425196806140623,赵爱芹              ,False,52
130425197705183282,张美霞              ,False,43
13042519851110339X,朱怀全              ,True,35
130425199712102128,黄丹                ,False,23
13042619380908229X,田云福              ,True,82
130426194111251949,刘燕香              ,False,79
130426195007230755,李毅毅              ,True,70
130426195111294337,李活                ,True,69
130426195502010936,苏虎                ,True,65
130426195607080033,姜建军              ,True,64
130426197011024996,黄晓峰              ,True,50
130426198202100183,龚月萍              ,False,38
13042620001022443X,陈云召              ,True,20
130426200603031473,胡利继              ,True,14
130426201505013540,王玲丽              ,False,5
130426201610304470,卢妍紫              ,True,4
130427193010231078,来素宾              ,True,90
130427195109054701,孙一苇              ,False,69
13042719701025207X,钟旭东              ,True,50
130427197310042437,万祖锋              ,True,47
130427199601180513,祁永刚              ,True,24
130427199603042827,段西平              ,False,24
130427199604221915,赵国炳              ,True,24
130427199708241902,孙国英              ,False,23
130427199710294050,王福利              ,True,23
130430193810164043,彭兰                ,False,82
130430194104304074,戈范福              ,True,79
130430197004134104,余季平              ,False,50
130430197810160497,张华阳              ,True,42
130431193301260850,税学利              ,True,87
130431193910124117,张纪召              ,True,81
130431196010262470,黎执文              ,True,60
130431196906244603,邹丽萍              ,False,51
130431197107041791,张伟利              ,True,49
130431197306300813,郭阳勇              ,True,47
130431197312302487,章红敏              ,False,47
130431198201034760,顾海燕              ,False,38
130431199107083982,李今秀              ,False,29
130431199501291069,代小丽              ,False,25
130431199509174334,范文翔              ,True,25
130431200109274024,李秀英              ,False,19
130431200807171372,蔺腾飞              ,True,12
130432196106224133,孙改云              ,True,59
13043219820619177X,董准                ,True,38
130432198212014075,唐学东              ,True,38
130432199605244423,毛逸斐              ,False,24
130432201311222034,余艳华              ,True,7
130433193311123684,侯桂兰              ,False,87
130433195910152419,李祥有              ,True,61
13043319621122043X,赵林春              ,True,58
130433197204133455,靳贤飞              ,True,48
130433200505154940,房以芳              ,False,15
130434193105260115,杨剑宇              ,True,89
130434194008080782,蒋玉芳              ,False,80
130434194312070044,吴连芳              ,False,77
130434194710231675,黄英华              ,True,73
130434199003142190,阮光华              ,True,30
130435193111161355,岑军波              ,True,89
130435193407084029,潘婧                ,False,86
130435193701124423,宋林吉              ,False,83
130435194108052961,陈月娥              ,False,79
130435195110052551,徐小纯              ,True,69
130435197306260685,杨逸菲              ,False,47
130435198205020353,王孝江              ,True,38
13043520110425290X,郭小菊              ,False,9
130481195405052717,陈羽                ,True,66
130481196601274645,王瑞梅              ,False,54
130481197008312481,杨勤                ,False,50
130481199907314826,高成平              ,False,21
130502194008174599,陈海云              ,True,80
130502195205283190,陆乐乐              ,True,68
130502195210070114,张湖林              ,True,68
130502196010090318,赵晨昱              ,True,60
130502197204022617,赵海军              ,True,48
130502197210083643,徐梦芸              ,False,48
130502198608013738,李郁强              ,True,34
